,Description,Price,Rating,URL
94,"Cablz Round Sunglasses, Black, One Size, Black, One Size",S$16.97,4.2 out of 5 stars,https://www.amazon.sg/Maui-Jim-Cablz-Round-Sunglasses/dp/B0DG35MJDB/ref=sr_1_35?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-35
95,Classic Polarized Semi Rimless Al-Mg Metal Alloy Sunglasses for Men Women,S$26.19,4.5 out of 5 stars,https://www.amazon.sg/Polarized-Sunglasses-Driving-glasses-Shades/dp/B07MCXWSH6/ref=sr_1_36?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-36
96,Vintage Round Sunglasses for Women Men Classic Retro Designer Style (Black Frame(Matte Finish)/Polarized Grey Lens) 1567 PGHKH,S$44.36,4.5 out of 5 stars,https://www.amazon.sg/SUNGAIT-Vintage-Sunglasses-Designer-Polarized/dp/B07C2LZC23/ref=sr_1_37?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-37
97,Women's Fos 3095/S Oval Sunglasses,S$48.15,4.6 out of 5 stars,https://www.amazon.sg/Fossil-Womens-FOS-3095-Sunglasses/dp/B08242N8N8/ref=sr_1_38?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-38
98,Polarized Wrap Around Sport Sunglasses for Men Women UV400 Protection Sun Glasses,S$29.72,4.2 out of 5 stars,https://www.amazon.sg/Nitrogen-Polarized-Sunglasses-Protection-Glasses/dp/B0C83B4CDH/ref=sr_1_39?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-39
99,TIJN Polarized Sunglasses for Women Men Classic Trendy Stylish Sun Glasses 100% UV Protection,S$27.22,4.4 out of 5 stars,https://www.amazon.sg/TIJN-Polarized-Sunglasses-Classic-Protection/dp/B07S4HS9X9/ref=sr_1_40?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-40
100,"Sunglasses Men's PLD 2075/S/X Rectangular Sunglasses, Black/Polarized Gray, 59mm",S$57.36,4.3 out of 5 stars,https://www.amazon.sg/Polaroid-Sunglasses-PLD-2075-Rectangular/dp/B07NLDSCQ2/ref=sr_1_41?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-41
101,Fashion Oversized Square Aviator Gradient Sunglasses For Men Women Vintage Metal Sun Glasses 63mm,S$24.99,4.5 out of 5 stars,https://www.amazon.sg/Gtand-Oversized-Gradient-Sunglasses-Green-brown/dp/B09J7TRTD8/ref=sr_1_42?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-42
102,Men's Injected Sun Glasses Round Sunglasses,S$35.45,4.1 out of 5 stars,https://www.amazon.sg/Timberland-Injected-Glasses-Sunglasses-Polarized/dp/B0CXZ6TGH4/ref=sr_1_43?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-43
103,Women's Round Sunglasses,S$30.39,4.1 out of 5 stars,https://www.amazon.sg/Kenneth-Cole-Womens-Sunglasses-Gradient/dp/B09YFWV4WL/ref=sr_1_44?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-44
104,"Retro Cool Acetate Polarized Sunglasses for Men UV Protection, Outdoor Fashion Driving Eyewears Male Square Sunnies",S$44.91,4.5 out of 5 stars,https://www.amazon.sg/Polarized-Sunglasses-Protection-Eyewears-Transparent/dp/B0CMQGHG9H/ref=sr_1_45?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-45
105,"Sunglasses Men's PLD6041/S Sunglasses, Black, 56mm, 16mm",S$63.50,4.4 out of 5 stars,https://www.amazon.sg/Polaroid-Sunglasses-Mens-PLD6041-Black/dp/B07B3XCL6X/ref=sr_1_46?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-46
106,MAXJULI Oversized Sunglasses for Women Men UV Protection 8056,S$19.44,4.6 out of 5 stars,https://www.amazon.sg/MAXJULI-Oversized-Sunglasses-Women-Protection/dp/B0852KBC8Z/ref=sr_1_47?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-47
107,Sunglasses Men Women Polarised UV400 Classic Retro Square Sunglasses Mirrored for Driving Fishing CAT 3 CE,S$37.92,4.1 out of 5 stars,https://www.amazon.sg/LINVO-Sunglasses-Polarised-Mirrored-mirrored/dp/B09ZQMKQC6/ref=sr_1_48?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-48
108,BEACOOL Polarized Sports Sunglasses for Men Women Youth Baseball Fishing Cycling Running Golf Motorcycle Tac Glasses UV400,S$39.69,4.4 out of 5 stars,https://www.amazon.sg/BEACOOL-Polarized-Sunglasses-Baseball-GLOSSYBLACK2/dp/B07QGRJKPV/ref=sr_1_49?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-49
109,Men's Male Sunglass Style Fos 3100/S Rectangular,S$55.28,4.3 out of 5 stars,https://www.amazon.sg/Fossil-Sunglass-Style-3100-Rectangular/dp/B083MT97KG/ref=sr_1_50?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-50
110,"SOJOS Classic Square Polarized Sunglasses Womens Mens Retro Trendy Uv400 Sunnies Sj2050, Blue, Middle",S$29.42,4.5 out of 5 stars,https://www.amazon.sg/SOJOS-Polarized-Sunglasses-Mirrored-Tortoise/dp/B07S7J2H1Q/ref=sr_1_51?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-51
111,Dollger Rectangle Sunglasses for Women Men Trendy Retro Fashion Sunglasses UV 400 Protection Square Fram,S$21.00,4.6 out of 5 stars,https://www.amazon.sg/Dollger-Rectangle-Sunglasses-Fashion-Protection/dp/B083JXV741/ref=sr_1_52?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-52
112,WANGLY Polarized Unisex Clip on Flip up Sunglasses over Prescription and Reading Glasses Frames,S$21.29,4.3 out of 5 stars,https://www.amazon.sg/Wangly-Polarized-Sunglasses-Prescription-Suitable/dp/B07BYG3W5C/ref=sr_1_53?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-53
113,Retro Rewind Polarized Sunglasses for Men and Women - UV Protection Classic Sun Glasses,S$26.46,4.4 out of 5 stars,https://www.amazon.sg/Retro-Rewind-Polarized-Sunglasses-Women/dp/B013VRY1MG/ref=sr_1_54?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-54
114,"Polarized Sunglasses Men, Mens Sunglasses Polarized UV protection Lightweight Sun Glasses for Driving Fishing Golf",S$34.43,4.5 out of 5 stars,https://www.amazon.sg/QALLY-Polarized-Sunglasses-protection-Lightweight/dp/B0DB453SGG/ref=sr_1_55?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-55
115,Coleman,S$25.74,4.2 out of 5 stars,https://www.amazon.sg/Coleman-CO3079-3-Polarized-Sunglasses-Black/dp/B085W6G236/ref=sr_1_56?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513350&sr=8-56
