,Description,Price,Rating,URL
162,Men's Injected Sun Glasses Round Sunglasses,S$35.45,4.1 out of 5 stars,https://www.amazon.sg/Timberland-Injected-Glasses-Sunglasses-Polarized/dp/B0CXZ6TGH4/ref=sr_1_43?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513352&sr=8-43
163,Women's Round Sunglasses,S$30.39,4.1 out of 5 stars,https://www.amazon.sg/Kenneth-Cole-Womens-Sunglasses-Gradient/dp/B09YFWV4WL/ref=sr_1_44?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513352&sr=8-44
164,"Retro Cool Acetate Polarized Sunglasses for Men UV Protection, Outdoor Fashion Driving Eyewears Male Square Sunnies",S$44.91,4.5 out of 5 stars,https://www.amazon.sg/Polarized-Sunglasses-Protection-Eyewears-Transparent/dp/B0CMQGHG9H/ref=sr_1_45?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513352&sr=8-45
165,"Sunglasses Men's PLD6041/S Sunglasses, Black, 56mm, 16mm",S$63.50,4.4 out of 5 stars,https://www.amazon.sg/Polaroid-Sunglasses-Mens-PLD6041-Black/dp/B07B3XCL6X/ref=sr_1_46?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513352&sr=8-46
166,MAXJULI Oversized Sunglasses for Women Men UV Protection 8056,S$19.44,4.6 out of 5 stars,https://www.amazon.sg/MAXJULI-Oversized-Sunglasses-Women-Protection/dp/B0852KBC8Z/ref=sr_1_47?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513352&sr=8-47
167,Sunglasses Men Women Polarised UV400 Classic Retro Square Sunglasses Mirrored for Driving Fishing CAT 3 CE,S$37.92,4.1 out of 5 stars,https://www.amazon.sg/LINVO-Sunglasses-Polarised-Mirrored-mirrored/dp/B09ZQMKQC6/ref=sr_1_48?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513352&sr=8-48
168,BEACOOL Polarized Sports Sunglasses for Men Women Youth Baseball Fishing Cycling Running Golf Motorcycle Tac Glasses UV400,S$39.69,4.4 out of 5 stars,https://www.amazon.sg/BEACOOL-Polarized-Sunglasses-Baseball-GLOSSYBLACK2/dp/B07QGRJKPV/ref=sr_1_49?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513352&sr=8-49
169,Men's Male Sunglass Style Fos 3100/S Rectangular,S$55.28,4.3 out of 5 stars,https://www.amazon.sg/Fossil-Sunglass-Style-3100-Rectangular/dp/B083MT97KG/ref=sr_1_50?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513352&sr=8-50
170,"SOJOS Classic Square Polarized Sunglasses Womens Mens Retro Trendy Uv400 Sunnies Sj2050, Blue, Middle",S$29.42,4.5 out of 5 stars,https://www.amazon.sg/SOJOS-Polarized-Sunglasses-Mirrored-Tortoise/dp/B07S7J2H1Q/ref=sr_1_51?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513352&sr=8-51
171,Dollger Rectangle Sunglasses for Women Men Trendy Retro Fashion Sunglasses UV 400 Protection Square Fram,S$21.00,4.6 out of 5 stars,https://www.amazon.sg/Dollger-Rectangle-Sunglasses-Fashion-Protection/dp/B083JXV741/ref=sr_1_52?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513352&sr=8-52
172,WANGLY Polarized Unisex Clip on Flip up Sunglasses over Prescription and Reading Glasses Frames,S$21.29,4.3 out of 5 stars,https://www.amazon.sg/Wangly-Polarized-Sunglasses-Prescription-Suitable/dp/B07BYG3W5C/ref=sr_1_53?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513352&sr=8-53
173,Retro Rewind Polarized Sunglasses for Men and Women - UV Protection Classic Sun Glasses,S$26.46,4.4 out of 5 stars,https://www.amazon.sg/Retro-Rewind-Polarized-Sunglasses-Women/dp/B013VRY1MG/ref=sr_1_54?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513352&sr=8-54
174,"Polarized Sunglasses Men, Mens Sunglasses Polarized UV protection Lightweight Sun Glasses for Driving Fishing Golf",S$34.43,4.5 out of 5 stars,https://www.amazon.sg/QALLY-Polarized-Sunglasses-protection-Lightweight/dp/B0DB453SGG/ref=sr_1_55?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513352&sr=8-55
175,Coleman,S$25.74,4.2 out of 5 stars,https://www.amazon.sg/Coleman-CO3079-3-Polarized-Sunglasses-Black/dp/B085W6G236/ref=sr_1_56?dib=eyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwaEiqhXHMYriou0nfp_6qa9a5-GeRMyOGdHL4vIV_OOSgALpK5_7K4qNKQGxtxxgUxANqm-U02Pjimr0aFpVfgCVXPNoAfQd3RVhsElyF40RGs7s6cQOlSlajZyYeqCn0F3V7kHeoxArnmpyFe8ziJw4aQCRjpIwbHF7K6KCDPgD.ZpD3W8AB_bqleqUHile7rfgJRBFmwOis5wq-ajC9g6Y&dib_tag=se&keywords=sunglasses&qid=1743513352&sr=8-56
176,Wetnenss Replacement Lenses for Oakley Holbrook OO9102 Sunglasses /1.5mm polarized/easy to install,S$27.00,4.0 out of 5 stars,https://www.amazon.sg/sspa/click?ie=UTF8&spc=MTo3MDcyODE3NzQ4MjE4MTEzOjE3NDM1MTMzNTI6c3BfYnRmOjMwMDAyMzY4ODkyMTY2Mjo6MDo6&url=%2FWetnenss-Replacement-Holbrook-Sunglasses-polarized%2Fdp%2FB0B7X2YSRG%2Fref%3Dsr_1_57_sspa%3Fdib%3DeyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwUe9C1xGuwaUX90VDDGs5rg.Tl0lJaGJzGL3XcaoBxZrkldaV_dBciZaZcQQaqKG25E%26dib_tag%3Dse%26keywords%3Dsunglasses%26qid%3D1743513352%26sr%3D8-57-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
177,2 Pairs Strawberry Sunglasses Funny Sunglasses Photo Props Party Supplies Creative Party Sunglasses Plastic Sunglasses for Women Irregular Sunglasses Party Glasses Summer Eyewear,S$8.19,,https://www.amazon.sg/sspa/click?ie=UTF8&spc=MTo3MDcyODE3NzQ4MjE4MTEzOjE3NDM1MTMzNTI6c3BfYnRmOjMwMDA0NzQ0NzM2NzA2Mjo6MDo6&url=%2FVALICLUD-Vintage-Frameless-Eyewear-Strawberry%2Fdp%2FB0D8K57FQX%2Fref%3Dsr_1_58_sspa%3Fdib%3DeyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwUe9C1xGuwaUX90VDDGs5rg.Tl0lJaGJzGL3XcaoBxZrkldaV_dBciZaZcQQaqKG25E%26dib_tag%3Dse%26keywords%3Dsunglasses%26qid%3D1743513352%26sr%3D8-58-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
178,Cat Eye Shades Sun Glasses Outdoor Accessories Punk Style Eyeglasses Eyewear Fashion Eyeglasses,S$9.19,,https://www.amazon.sg/sspa/click?ie=UTF8&spc=MTo3MDcyODE3NzQ4MjE4MTEzOjE3NDM1MTMzNTI6c3BfYnRmOjMwMDA0MDYwNTQwODg2Mjo6MDo6&url=%2FVALICLUD-Fashion-Eyeglasses-Eyewear-Structure%2Fdp%2FB0D4JG9SW3%2Fref%3Dsr_1_59_sspa%3Fdib%3DeyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwUe9C1xGuwaUX90VDDGs5rg.Tl0lJaGJzGL3XcaoBxZrkldaV_dBciZaZcQQaqKG25E%26dib_tag%3Dse%26keywords%3Dsunglasses%26qid%3D1743513352%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
179,4 Pairs Party Decorative Glasses Plastic And Metal Frame Lightweight Eyeglasses Frame for Photography And Prop Glasses,S$15.99,,https://www.amazon.sg/sspa/click?ie=UTF8&spc=MTo3MDcyODE3NzQ4MjE4MTEzOjE3NDM1MTMzNTI6c3BfYnRmOjMwMDA0MjA3MzE0MDQ2Mjo6MDo6&url=%2FVALICLUD-Decorative-Lightweight-Eyeglasses-Photography%2Fdp%2FB0D5CV86Y1%2Fref%3Dsr_1_60_sspa%3Fdib%3DeyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwUe9C1xGuwaUX90VDDGs5rg.Tl0lJaGJzGL3XcaoBxZrkldaV_dBciZaZcQQaqKG25E%26dib_tag%3Dse%26keywords%3Dsunglasses%26qid%3D1743513352%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
180,Classic Rectangle Polarized Matte Finished Sunglasses for Women and Men for Hiking Traveling and Gift,S$19.99,4.0 out of 5 stars,https://www.amazon.sg/sspa/click?ie=UTF8&spc=MTo0MDI5OTM0MDY2MzQwMDQ3OjE3NDM1MTMzNTQ6c3BfYXRmOjMwMDA4Mjk1MTE2Njk2Mjo6MDo6&url=%2FCraftman-Rectangle-Polarized-Sunglasses-Traveling%2Fdp%2FB09PLFBJBZ%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwUe9C1xGuwaUX90VDDGs5rg.Tl0lJaGJzGL3XcaoBxZrkldaV_dBciZaZcQQaqKG25E%26dib_tag%3Dse%26keywords%3Dsunglasses%26qid%3D1743513354%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
181,Natural Wood Temple Rectangle Plastic Frame Polarized UV Protection Sunglasses for Men and Women for Hiking Driving and Gift,S$25.99,4.1 out of 5 stars,https://www.amazon.sg/sspa/click?ie=UTF8&spc=MTo0MDI5OTM0MDY2MzQwMDQ3OjE3NDM1MTMzNTQ6c3BfYXRmOjMwMDA4MzAzMzM5Mjk2Mjo6MDo6&url=%2FC3-Rectangle-Protection-Sunglasses-Gift%25EF%25BC%2588Black%2Fdp%2FB09LRBXG1W%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwUe9C1xGuwaUX90VDDGs5rg.Tl0lJaGJzGL3XcaoBxZrkldaV_dBciZaZcQQaqKG25E%26dib_tag%3Dse%26keywords%3Dsunglasses%26qid%3D1743513354%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
182,Classic Retro Round Gradient Polarized Mirrored Matte finished Sunglasses for man and Women for driving and traveling,S$23.99,4.2 out of 5 stars,https://www.amazon.sg/sspa/click?ie=UTF8&spc=MTo0MDI5OTM0MDY2MzQwMDQ3OjE3NDM1MTMzNTQ6c3BfYXRmOjMwMDA4MzAxOTg3NzM2Mjo6MDo6&url=%2FCraftman-Gradient-Polarized-Sunglasses-traveling%2Fdp%2FB09LQHZF9N%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.So9kfMp72sV-QTP30LvBRCfI6Dz_0ReKxcEq-igPu7ULrVg6gtreoaBqajjl4KNdB6BAsSQp59QMi4VSJDOY5-zXpWGvPfs68zt6OOQ_5xuG1Moh4WH_cXzbo372HezpxChptKD8GH8v0Ruj_KeJ3yQKyhf4hEs_50lSbUJkSykrcF7zdFsUXQsIxItWecSfcaU7XbPaTg4EUudmgxmI4GiuFr1bCzQrajNNa0m6953KEdFoQ2ConjHQ5lwqLGXqPDwsAduH85cQADhaSzCPwUe9C1xGuwaUX90VDDGs5rg.Tl0lJaGJzGL3XcaoBxZrkldaV_dBciZaZcQQaqKG25E%26dib_tag%3Dse%26keywords%3Dsunglasses%26qid%3D1743513354%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
